sentence_id,label,sentence,departure,arrival,template_id
1594,VALID,Y a-t-il un train toutes les heures de Châteauroux à Angers ?,Châteauroux,Angers,89
3697,VALID,train direct sans correspondance saint-nazaire charleville-mezieres,Saint-Nazaire,Charleville-Mézières,82
1992,INVALID,cetres commerciaux épernay,,,226
3054,INVALID,Carte météo Strasbourg,,,251
1120,VALID,Train avec places assises garanties Challans Digne-les-Bains,Challans,Digne-les-Bains,119
2195,INVALID,Entreprise connue à Dijon,,,180
3071,INVALID,Parc célèbre à Dole,,,203
320,VALID,Y a-t-il des réductions sur le train Bar-le-Duc Amiens ?,Bar-le-Duc,Amiens,99
149,VALID,y a-t-il un train vers 10h de le puy-en-velay à nîmes ?,Le Puy-en-Velay,Nîmes,129
3605,INVALID,Carte des routes Pontarlier,,,223
1507,VALID,Je cherche un train jeudi de Vitré à Saint-Quentin,Vitré,Saint-Quentin,140
2152,INVALID,Bibliothèque à Caen,,,212
3705,VALID,y a-t-il un tgv calais toul ?,Calais,Toul,34
4000,INVALID,Loches est une belle ville,,,153
2887,INVALID,Carte générale Saint-Omer,,,257
1480,VALID,Je veux partir de Argenteuil à Segré en première classe,Argenteuil,Segré,142
3567,INVALID,Actualités à Montivilliers,,,178
4074,VALID,Depart Cannes arrivee Dunkerque,Cannes,Dunkerque,15
2919,INVALID,Transport urbain Hazebrouck,,,258
2010,INVALID,photsoa nciennnes dijon,,,200
2875,INVALID,Événements culturels Bourg-en-Bresse,,,268
1747,VALID,Train quotidien Reims Aubenas,Reims,Aubenas,107
536,VALID,Billet aller simple en train Agen Dinan,Agen,Dinan,70
1108,VALID,Je souhaite partir en milieu de matinée de Carcassonne vers Compiègne,Carcassonne,Compiègne,92
3088,INVALID,Quel temps fait-il à Albi ?,,,151
3868,INVALID,informations locales montargis,,,241
3362,INVALID,Carte de Verdun,,,169
2536,INVALID,Offic epostal Pontarlie,,,221
1864,INVALID,la distance entre bourgoin-jallieu et montélimar,,,20
3772,INVALID,ecoles a laon,,,213
803,VALID,Train en fin d'après-midi Lille Dieppe,Lille,Dieppe,76
2472,INVALID,Tourcoing est une belle ville,,,18
1703,VALID,Je veux acheter mon billet pour le train Douai Dinan,Douai,Dinan,118
112,VALID,train rapide de beauvais à albertville,Beauvais,Albertville,46
181,VALID,je dois voyager en train de bordeaux vers lons-le-saunier mercredi,Bordeaux,Lons-le-Saunier,136
2540,INVALID,Centres culturels Orléans,,,254
2753,INVALID,Je déménage à Orange,,,195
2945,INVALID,Le maire de Cannees,,,158
4039,VALID,Quel train me conseillez-vous de Grenoble a Albi ?,Grenoble,Albi,53
1741,VALID,Y a-t-il un départ en soirée de Nîmes pour Vesoul ?,Nîmes,Vesoul,141
894,VALID,Train du matin Reims Abbeville,Reims,Abbeville,29
1214,VALID,Y a-t-il un Ouigo de Poitiers vers Vichy ?,Poitiers,Vichy,109
2765,INVALID,Centres mdicaux Épernay,,,242
1857,INVALID,photosanciennes concarneau,,,200
891,VALID,Y a-t-il un TGV direct Dijon Dieppe ?,Dijon,Dieppe,93
3866,INVALID,universite a cherbourg,,,179
79,VALID,je cherche un train après 18h de dunkerque vers aubenas,Dunkerque,Aubenas,98
1684,VALID,Train quotidien Loches Pontoise,Loches,Pontoise,107
1294,VALID,Je souhaite prendre un train en début d'après-midi de Bordeaux à Privas,Bordeaux,Privas,110
1964,INVALID,guide urbain agen,,,253
309,VALID,Y a-t-il un TGV direct Saint-Malo Chartres ?,Saint-Malo,Chartres,93
786,VALID,Départ Pontoise arrivée Moulins,Pontoise,Moulins,15
214,VALID,je veuux partir maintenant ed évreuxpour biaritz ,Évreux,Biarritz,56
3028,INVALID,Services municipaux Blois,,,259
3191,INVALID,Événements sportifs Pau ,,,250
3494,INVALID,Festival à Moulins,,,189
1010,VALID,Train de fin de matinée Rodez Reims,Rodez,Reims,131
1645,VALID,Train rapide de Saint-Dizier à Fontenay-le-Comte,Saint-Dizier,Fontenay-le-Comte,46
1006,VALID,Un billet de train pour aller de Troyes à Grenoble,Troyes,Grenoble,33
1192,VALID,Je veux acheter un billet de train Ancenis Carcassonne,Ancenis,Carcassonne,83
1930,INVALID,carte de strasbourg,,,169
1805,INVALID,université à albi,,,179
4025,INVALID,J'habite a Nantes,,,152
2392,INVALID,Festival à Villeurbanne,,,189
1449,VALID,Je veux aller dee Dijon à Clisson,Dijon,Clisson,1
3078,INVALID,Cinéma à Dijon,,,216
1836,INVALID,guide étudiant épernay,,,201
1188,VALID,Y a-t-il un train toutes les deux heures de Nîmes à Saint-Étienne ?,Nîmes,Saint-Étienne,145
888,VALID,Je dois faire Poitiers Caen en train,Poitiers,Caen,102
2725,INVALID,Événements sportifs Nancy,,,250
417,VALID,Y a-t-il un train de nuit entre Tourcoing et Brest ?,Tourcoing,Brest,149
5,VALID,je veux acheter mon billet pour le train calais créteil,Calais,Créteil,118
3788,VALID,train en fin d'apres-midi lille rennes,Lille,Rennes,76
1872,INVALID,je suis né à vesoul,,,185
3575,INVALID,Guide pratique Rouen,,,229
1958,INVALID,j'habite à charleville-mézières,,,152
3218,INVALID,Carte générale Bourges,,,257
1078,VALID,Je cherche un trajet en train de Manosque vers Nantes,Manosque,Nantes,30
915,VALID,Je planifie un voyage en train de Bastia vers Épinal,Bastia,Épinal,49
3423,INVALID,Le maire de Clisson,,,158
1145,VALID,Je veux le train le plus rapide de Belfort à Dieppe,Belfort,Dieppe,79
3963,VALID,Train matinal de Nimes vers Nice,Nîmes,Nice,115
2045,INVALID,services municipaux mâcon,,,259
3737,VALID,je veux partir de montreuil et descendre a bourges,Montreuil,Bourges,108
2326,INVALID,Informations générales Créteil,,,275
3361,INVALID,Statistiques météo Aix-les-Bains,,,204
775,VALID,Je veux voyager confortablementt de Saint-Denis vers Albert,Saint-Denis,Albert,104
1869,INVALID,monument célèbre à saint-étienne,,,188
2283,INVALID,Bonjour,,,21
1456,VALID,Train rapide de Reims à Nantes,Reims,Nantes,46
1414,VALID,Je veux réserver pour le train de Évreux vers Châlons-en-Champagne,Évreux,Châlons-en-Champagne,130
339,VALID,Je veux partir maintenant de Paris pour Toulouse,Paris,Toulouse,56
817,VALID,Train avec wifi de Charleville-Mézières à Nanterre,Charleville-Mézières,Nanterre,111
3308,INVALID,Centres culturels Aurillac,,,254
2305,INVALID,Montivilliers ou Antibes pour les vacances ?,,,157
781,VALID,Je dois aller de Gap à Chambéry ce soir,Gap,Chambéry,39
1616,VALID,Je dois me déplacer en train de Aubenas vers Soissons mardi,Aubenas,Soissons,120
3084,INVALID,Cinéma à Villeurbanne,,,216
3623,INVALID,Climat de Oyonnax,,,186
839,VALID,Je veux acheter un billet de train Dieppe Toul,Dieppe,Toul,83
1689,VALID,Je dois aller à Béziers en partant de Briançon en train,Briançon,Béziers,128
652,VALID,Je veux voyager confortablement de Charleville-Mézières vers Nancy,Charleville-Mézières,Nancy,104
1203,VALID,Je veux le prochain départ en train de Le Havre pour Annecy,Le Havre,Annecy,122
1919,INVALID,la distance entre rodez et biarritz,,,276
3317,INVALID,J'habite à Pontoise,,,17
443,VALID,Je cherche un train Fontainebleau Châteauroux,Fontainebleau,Châteauroux,14
4056,INVALID,La distance entre Saumur et Montpellier,,,20
845,VALID,Je cherche à voyager de Montreuil à Lens en TER,Montreuil,Lens,148
376,VALID,Un aller simple Évreux Douai,Évreux,Douai,10
630,VALID,Je veux aller de Villerbanne à Montrueil,Villeurbanne,Montreuil,1
2940,INVALID,Services municipaux Lourdes,,,259
277,VALID,Je pars demain de Toulon vers Saint-Malo,Toulon,Saint-Malo,37
2046,INVALID,activités culturelles tourcoing,,,247
3993,INVALID,Musee a visiter a Oyonnax,,,172
692,VALID,Train quotidien Charleville-Mézières Saint-Denis,Charleville-Mézières,Saint-Denis,107
1397,VALID,Je dois me déplacer en train de Saint-Nazaire vers Toulon mardi,Saint-Nazaire,Toulon,120
3686,INVALID,services publics epernay,,,234
3654,INVALID,J'habite à Montbéliard,,,17
2511,INVALID,Événements sportifs Clermont-Ferrand,,,250
2615,INVALID,Carte générale Rennes,,,257
2118,INVALID,Shopping à Angers,,,182
282,VALID,Quel est le prix du billet de train Maubeuge Montreuil ?,Maubeuge,Montreuil,105
3833,INVALID,calendrer evenemment mende,,,248
3752,VALID,je veux partir en milieu de soiree de laval pour compiegne,Laval,Compiègne,150
3902,INVALID,Histoire de Cergy,,,171
1511,VALID,Je veux ller de Saint-Quentin à Oonanx,Saint-Quentin,Oyonnax,1
2938,INVALID,Espaces verts Troyes,,,239
92,VALID,y a-t-il un ouigo de bordeaux vers cherbourg ?,Bordeaux,Cherbourg,109
3110,INVALID,Office du tourisme Bolbec,,,205
2114,INVALID,Centres médicaux Les Sables-d'Olonne,,,242
3891,VALID,je veux un train confortable de orange a fougeres,Orange,Fougères,69
1740,VALID,Je souhaite partir de Aix-en-Provence et arriver à Dunkerque,Aix-en-Provence,Dunkerque,81
3254,INVALID,Centres commerciaux Nîmes,,,226
3165,INVALID,Parc célèbre à Dunkerque,,,203
2253,INVALID,Carte administrative Clisson,,,218
440,VALID,Train rapide de Strasbourg à Vernon,Strasbourg,Vernon,46
3688,VALID,je reserve un train de lisieux a saint-etienne,Lisieux,Saint-Étienne,26
614,VALID,Je souhaite partir en milieu de matinée de Saint-Brieuc vers Clermont-Ferrand,Saint-Brieuc,Clermont-Ferrand,92
374,VALID,Je souhaite partir en milieu de matinée de Boulogne-Billancourt vers Cholet,Boulogne-Billancourt,Cholet,92
190,VALID,y a-t-il un départ tôt demain de rodez vers dunkerque ?,Rodez,Dunkerque,125
2234,INVALID,Météo actuelle à Saint-Brieuc,,,167
1914,INVALID,le maire de thonon-les-bains,,,24
1818,INVALID,cartographie évry,,,237
1525,VALID,Train en fin d'après-midi Aubenas Dieppe,Aubenas,Dieppe,76
974,VALID,Je dois me rendre à Rennes depuis Versailles en TGV,Versailles,Rennes,144
2434,INVALID,Actualités à Fontainebleau,,,178
532,VALID,Départ Saint-Quentin arrivée Quimper,Saint-Quentin,Quimper,15
3535,INVALID,Restaurant à Marseille,,,159
3550,INVALID,Concert prévu à Tourcoing,,,174
3263,INVALID,Statistiques emploi Hazebrouck,,,225
3048,INVALID,Photos aériennes Romans-sur-Isère,,,211
1662,VALID,Je veux le train le plus rapide de Aurillac à Auxerre,Aurillac,Auxerre,79
2685,INVALID,Guide pratique Perpignan,,,229
1405,VALID,Je cherche le train le plus économique de Digne-les-Bains à Auray,Digne-les-Bains,Auray,124
1650,VALID,Y a-t-il un train toutes les heures de Meaux à Dunkerque ?,Meaux,Dunkerque,89
1721,VALID,eJ vexu réserver une place dans letran Bastia Concarneau,Bastia,Concarneau,90
3455,INVALID,Associations à Villeurbanne,,,207
3839,INVALID,je travaille a lille,,,165
2925,INVALID,Plages proches de Douai,,,181
3128,INVALID,Entreprise connue à Cherbourg,,,180
3878,VALID,train avec places assises garanties annemasse boulogne-sur-mer,Annemasse,Boulogne-sur-Mer,119
3949,VALID,Un billet pour le train Lourdes Limoges,Lourdes,Limoges,51
2484,INVALID,Quel temps fait-il à Besançon ?,,,16
2720,INVALID,Carte météo Brest,,,251
1417,VALID,Auch Briançon pour demain,Auch,Briançon,6
162,VALID,je cherche un train jeudi de borgoinjallieu à albert,Bourgoin-Jallieu,Albert,140
3491,INVALID,Challans est magnifique en été,,,162
3563,INVALID,Guide local Bayonne,,,269
3810,INVALID,hotel disponible a antibes,,,163
3722,VALID,je cherche le train le moins cher de luneville a abbeville,Lunéville,Abbeville,54
1548,VALID,Je veux réserver pour le train dee Épernay vers Fontenay-le-Comte,Épernay,Fontenay-le-Comte,130
3838,VALID,je veux un train confortable de avranches a nice,Avranches,Nice,69
2575,INVALID,La distance entre Avranches et Nice,,,276
1312,VALID,Je cherche un train dimanche de Montbéliard à Bourg-en-Bresse,Montbéliard,Bourg-en-Bresse,132
3206,INVALID,Statistiques démographiques Lyon,,,245
1454,VALID,Je cherche à voyager de Vitry-le-François à Bourgoin-Jallieu en TER,Vitry-le-François,Bourgoin-Jallieu,148
90,VALID,train en milieu de journée louviers albertville,Louviers,Albertville,101
4037,VALID,Train quotidien Nantes Aurillac,Nantes,Aurillac,107
694,VALID,Trajet de Angoulême vers Mâcon,Angoulême,Mâcon,11
3842,INVALID,toulouse est une belle ville,,,153
2733,INVALID,Informations trafic Fontainebleau,,,260
3869,VALID,je prends le train de vannes a niort,Vannes,Niort,61
1394,VALID,Je veux le prochain départ en train de Tarbes pour Saint-Étienne,Tarbes,Saint-Étienne,122
2202,INVALID,Centres commerciaux Nice,,,226
2648,INVALID,Activités nocturnes Cholet,,,255
2431,INVALID,Quelle est la population de Mâcon ?,,,22
2078,INVALID,Statistiques locales Créteil,,,261
3348,INVALID,Restaurant à Montélimar,,,159
1995,INVALID,restaurant à boulogne-billancourt,,,159
2393,INVALID,Concert prévu à Pau,,,174
4033,INVALID,Hopitaux a Nevers,,,222
2490,INVALID,Shopping à Calais,,,182
893,VALID,Je cherche un train pour demain de Maubeuge à Rodez,Maubeuge,Rodez,75
1123,VALID,Y a-t-il un TER Créteil Le Mans ?,Créteil,Le Mans,68
2721,INVALID,Immobilier à Granville,,,208
2201,INVALID,Architecture de Lille,,,198
3352,INVALID,Parc célèbre à Valence,,,203
1791,INVALID,carte interactive saint-quentin,,,240
2105,INVALID,Statistiques démographiques Fécamp,,,245
1105,VALID,Train de fin de journée Romans-sur-Isère vers Pontoise,Romans-sur-Isère,Pontoise,147
2557,INVALID,Économie de Grenoble,,,199
680,VALID,Je veux partir en train de Quimper à Béziers samedi,Quimper,Béziers,126
1593,VALID,Je veux partir de Dieppe et descendre à Bordeaux,Dieppe,Bordeaux,108
1916,INVALID,informations pratiques saumur,,,256
134,VALID,à quelle heure arrive le train à rennes depuis créteil ?,Créteil,Rennes,48
2850,INVALID,Activités cultuerlles Villeurbanne,,,247
481,VALID,Je cherche à voyager de Briançon à Aix-les-Bains en TER,Briançon,Aix-les-Bains,148
1210,VALID,Je veux allerr  de Dian à Créteil,Dinan,Créteil,1
512,VALID,Y a-t-il un train vers midi de Gap à Oyonnax ?,Gap,Oyonnax,137
3735,INVALID,mon amiv it a rouen et moi a monrteuil,,,154
2154,INVALID,Zones rurales Avranches,,,243
2123,INVALID,Événements locaux Port-Boulet,,,228
1722,VALID,Je veux me rendre à Vesoul depuis Granville par le train,Granville,Vesoul,73
3259,INVALID,Je suis né à Mende,,,185
558,VALID,Je veux le prochain départ en train de Alençon pour Ancenis,Alençon,Ancenis,122
2606,INVALID,Quelle heure est-il à Dole ?,,,160
2343,INVALID,Shopping à Le Havre,,,182
2453,INVALID,Zones touristiques Le Puy-en-Velay,,,249
1781,INVALID,activités culturelles clermont-ferrand,,,247
183,VALID,je veux partir en milieu de soirée de nevers pour laon,Nevers,Laon,150
2384,INVALID,Actualités à Provins,,,178
2474,INVALID,Je travaille à Rouen,,,165
1197,VALID,Y a-t-il des réductions sur le train Saint-Nazaire Auxerre ?,Saint-Nazaire,Auxerre,99
1513,VALID,Train avec places assises garanties Périgueux Elbeuf,Périgueux,Elbeuf,119
1223,VALID,Je souhaite partir en milieu de matinée de Aix-en-Provence vers Saint-Dizier,Aix-en-Provence,Saint-Dizier,92
905,VALID,Ya-t-il un TER Saint-Étienne ieppe ?,Saint-Étienne,Dieppe,68
2333,INVALID,Histoire de Alençon,,,171
1590,VALID,Y a-t-il un TGV Reims Dunkerque ?,Reims,Dunkerque,34
3970,VALID,Je veux vvoyager cofnrtablement de  Montbeliard vers Angers,Montbéliard,Angers,104
2112,INVALID,Centres éducatifs Dijon,,,270
4073,VALID,Perpignan Nevers pour demain,Perpignan,Nevers,6
3509,INVALID,Guide touristique Agen,,,183
2730,INVALID,La distance entre Vichy et Vernon,,,276
1790,INVALID,universiité à mnotbéliard,,,179
3417,INVALID,Centres commerciaux Nancy,,,226
3292,INVALID,Périgueux est une belle ville,,,18
47,VALID,je pars de béthune direction montbéliard,Béthune,Montbéliard,12
1543,VALID,Train rapide de Calais à Auch,Calais,Auch,46
1131,VALID,Unn billett pour le traiin Avranches Gap,Avranches,Gap,51
2084,INVALID,Spécialités culinaires Agen,,,187
641,VALID,Y a-t-il un Ouigo de Aubenas vers Les Sables-d'Olonne ?,Aubenas,Les Sables-d'Olonne,109
1580,VALID,Train de milieu d'après-midi Limoges Albertville,Limoges,Albertville,143
3720,INVALID,je vis a tourcoing,,,168
1158,VALID,Y a-t-il un TGV direct Vienne Poitiers ?,Vienne,Poitiers,93
754,VALID,Y a-t-il un départ vers 14h de Châteaubriant pour Montreuil ?,Châteaubriant,Montreuil,117
942,VALID,Quelle est la durée du trajet en train de Toul à Albert ?,Toul,Albert,31
1076,VALID,Je veux arriver à Dunkerquedepuis ennes,Rennes,Dunkerque,63
2530,INVALID,Services municipaux Mulhouse,,,259
3181,INVALID,Carte météo Angers,,,251
3313,INVALID,Architecture de Montivilliers,,,198
825,VALID,Je souhaite réserver un train de Valenciennes vers Épernay,Valenciennes,Épernay,58
1613,VALID,Je dois me rendre de Moulins à Lorient,Moulins,Lorient,7
126,VALID,je cherche le train le plus économique de montreuil à reims,Montreuil,Reims,124
2267,INVALID,Quartier sûr à Béthune,,,190
226,VALID,comment me rendre à florence depuis albi ?,Albi,Florence,3
4032,INVALID,Carte des quartiers Saint-Quentin,,,267
3593,INVALID,Musée à visiter à Caen,,,172
30,VALID,train en milieu de journée lannion niort,Lannion,Niort,101
6,VALID,comment rejoindre évreux depuis chaumont en train ?,Chaumont,Évreux,38
3061,INVALID,Centres culturels Niort,,,254
229,VALID,je veux partir après le déjeuner de mulhouse pour charleville-mézières,Mulhouse,Charleville-Mézières,134
82,VALID,y a-t-il un train de nuit entre dinan et berck ?,Dinan,Berck,149
266,VALID,Train avec peu de correspondances de Modane vers Béziers,Modane,Béziers,127
1776,INVALID,restaurant à pontarlier,,,159
389,VALID,Je dois me rendre de Amboise à Clermont-Ferrand,Amboise,Clermont-Ferrand,7
642,VALID,Je dois mer endre à Épial depuis Saint-Étiene en TGV,Saint-Étienne,Épinal,144
1804,INVALID,plan de ville meaux,,,206
2158,INVALID,Centres culturels Meaux,,,254
3239,INVALID,Musée célèbre à Rennes,,,166
2821,INVALID,Événements sportifs Challans,,,250
2159,INVALID,Code postal Chambéry,,,176
1057,VALID,Je dois voyager en train de Arras vers Angers mercredi,Arras,Angers,136
3052,INVALID,Quartiers de Chaumont,,,173
3696,VALID,train de fin de matinee belfort chartres,Belfort,Chartres,131
3975,INVALID,Je vis a Nante,,,168
2296,INVALID,Centres de loisirs Saint-Étienne,,,262
3327,INVALID,Monument célèbre à Cannes,,,188
3822,INVALID,evenements locaux langres,,,228
1418,VALID,Un aller simple Pau Saint-Dizier,Pau,Saint-Dizier,10
2566,INVALID,Centres de loisirs Fontenay-le-Comte,,,262
3283,INVALID,Écoles à Aurillac,,,213
530,VALID,Quelle ets la durée du trjaet en train de Évreux  àValenciennes ?,Évreux,Valenciennes,31
1584,VALID,Je voudrais connaître les horaires de train de Moulins à Reims,Moulins,Reims,67
2037,INVALID,plan de ville le mans,,,206
1100,VALID,Y a-t-il un Ouigo de Pau vers Nîmes ?,Pau,Nîmes,109
3950,INVALID,Carte meteo Nimes,,,191
1200,VALID,Je cherche un train Cannes Calais,Cannes,Calais,14
3441,INVALID,Carte postale Vitré,,,196
2944,INVALID,Journaux locaux Amiens,,,192
1744,VALID,Je pars en train de Bourges vers Vannes,Bourges,Vannes,71
3335,INVALID,Centres culturels Vernon,,,254
3812,INVALID,carte des routes chateaubriant,,,223
2354,INVALID,Journaux locaux Strasbourg,,,192
4088,INVALID,Vienne est une belle ville,,,153
1302,VALID,Train avec wifi de Boulogne-Billancourt à Lens,Boulogne-Billancourt,Lens,111
1997,INVALID,statistiques économiques fécamp,,,272
2203,INVALID,Quaartier sûr à Lyon,,,190
2731,INVALID,Activités sportives Quimper,,,264
1246,VALID,Y a-t-il un TER Évreux Fontenay-le-Comte ?,Évreux,Fontenay-le-Comte,68
1566,VALID,Je cherche un train Orléans Privas,Orléans,Privas,14
1858,INVALID,meilleur moment pour visiter chartres,,,197
2464,INVALID,Centres éducatifs Chaumont,,,270
2598,INVALID,Musée célèbre à Nice,,,166
1617,VALID,Y a-t-il un départ en soirée de Thonon-les-Bains pour Pontoise ?,Thonon-les-Bains,Pontoise,141
886,VALID,Train avec places assises garanties Le Havre Versailles,Le Havre,Versailles,119
48,VALID,je dois faire châlons-en-champagne berck en train,Châlons-en-Champagne,Berck,102
231,VALID,comment rejoindre digne-les-bains depuis clisson en train ?,Clisson,Digne-les-Bains,38
3748,INVALID,informations locales creteil,,,241
3995,INVALID,Marche local Biarritz,,,202
2858,INVALID,Lnaguue parlée à Évreux,,,175
465,VALID,Y a-t-il un départ tôt demain de Compiègne vers Vitry-le-François ?,Compiègne,Vitry-le-François,125
2898,INVALID,Carte détaillée Lons-le-Saunier,,,265
3132,INVALID,Office du tourisme Modane,,,205
960,VALID,Je dois me rendre de Valenciennes à Antibes,Valenciennes,Antibes,7
2461,INVALID,Statistiques écoonmiques rOléans,,,272
565,VALID,Billet de train Limoges Auxerre pour aujourd'hui,Limoges,Auxerre,40
3416,INVALID,Carte scolaire Aubenas,,,230
1824,INVALID,statistiques économiques nice,,,272
553,VALID,Jev eux partir enmilieu ed soireé de hCalon-sur-Saône opur Dle,Chalon-sur-Saône,Dole,150
86,VALID,train du matin cergy louviers,Cergy,Louviers,29
1498,VALID,Y a-t-il un train vers midi de Loches à Vierzon ?,Loches,Vierzon,137
966,VALID,Je souhaite prendre un train en début d'après-midi de Clermont-Ferrand à Cholet,Clermont-Ferrand,Cholet,110
329,VALID,Un aller simple Bastia Valenciennes,Bastia,Valenciennes,10
2559,INVALID,Informations pratiques Mende,,,256
3090,INVALID,Bonjour,,,156
1690,VALID,Je cherche un train pour demain de Laon à Grenoble,Laon,Grenoble,75
324,VALID,Je veux aller de Colmar à Dole,Colmar,Dole,1
2764,INVALID,Nantes est une belle ville,,,18
885,VALID,Y a-t-il un départ vers 14h de Lorient pour Dijon ?,Lorient,Dijon,117
1568,VALID,Je veux partir en train de Cannes à Antibes samedi,Cannes,Antibes,126
2799,INVALID,Carte météo Montargis,,,191
3168,INVALID,Parc célèbre à Béthune,,,203
2121,INVALID,Associations locales Annemasse,,,236
2251,INVALID,Ambassade à Nîmes,,,184
1293,VALID,Je veux voyager en train de Paris à Moulins,Paris,Moulins,43
1883,INVALID,informations générales alençon,,,275
3311,INVALID,Offres d'emploi Dunkerque,,,246
457,VALID,Jep ars en rtain de Boulogne-sur-Mer vers Vannes,Boulogne-sur-Mer,Vannes,71
3811,VALID,train matinal de lisieux vers fougeres,Lisieux,Fougères,115
230,VALID,train en milieu de journée granville étampes,Granville,Étampes,101
4064,INVALID,Services municipaux Nevers,,,259
3402,INVALID,Immobilier à Clermont-Ferrand,,,208
4044,INVALID,Specialites culinaires Pontivy,,,187
3857,VALID,je veux partir apres le dejeuner de modane pour lens,Modane,Lens,134
2989,INVALID,Concert prévu à Saint-Quentin,,,174
3167,INVALID,Cartographie Saint-Malo,,,237
3124,INVALID,Zones commerciales Montivilliers,,,263
3854,VALID,y a-t-il un train vers 10h de vesoul a chartres ?,Vesoul,Chartres,129
2494,INVALID,Concert prévu à Yvetot,,,174
2878,INVALID,Statistiques économiques Toulon,,,272
3754,VALID,je veux un train avec prises electriques la rochelle orange,La Rochelle,Orange,146
1478,VALID,Je dois aller de Évreux à Elbeuf ce soir,Évreux,Elbeuf,39
1477,VALID,Billet de train Fontenay-le-Comte Béziers pour aujourd'hui,Fontenay-le-Comte,Béziers,40
872,VALID,Combien de temps dure le trajet en train de Thonon-les-Bains à Boulogne-sur-Mer ?,Thonon-les-Bains,Boulogne-sur-Mer,60
1091,VALID,Je vais de Saint-Dizier à Épinal en train,Saint-Dizier,Épinal,52
567,VALID,Je veux un train confortable de Châteaubriant à Le Puy-en-Velay,Châteaubriant,Le Puy-en-Velay,69
1012,VALID,Je veux comparer les horaires de train de Mâcon à Blois,Mâcon,Blois,94
3077,INVALID,Activités sportives Pau,,,264
1096,VALID,Je cherche un train Le Havre Louviers,Le Havre,Louviers,14
659,VALID,Je cherche un train jeudi de Moulins à Sait-Omer,Moulins,Saint-Omer,140
2226,INVALID,Musée célèbre à Chambér,,,166
3647,INVALID,Musée à visiter à Vierzon,,,172
3133,INVALID,Quelle est la population de Lille ?,,,155
3464,INVALID,Carte intractive Buologne-Billanocutr,,,240
922,VALID,Train ave le moisde correspondacne sToul Thhonnon-le-sBains,Toul,Thonon-les-Bains,55
1505,VALID,Je voudrais aller de Beauvais à Tourcoing en TGV,Beauvais,Tourcoing,47
1151,VALID,Y a-t-il des trains disponibles de Lunéville à Lourdes ?,Lunéville,Lourdes,50
999,VALID,Y a-t-il des trains en semaine de La Rochelle à Strasbourg ?,La Rochelle,Strasbourg,74
1612,VALID,Je dois faire Fougères Versailles en train,Fougères,Versailles,102
1782,INVALID,carte scolaire rennes,,,230
3551,INVALID,Je vis à Niort,,,168
683,VALID,Je veux comparer les horaires de train de Fécamp à Colmar,Fécamp,Colmar,94
2031,INVALID,j'habite actuellement à paris,,,161
3345,INVALID,Shopping à Lisieux,,,182
426,VALID,Train de fin de journée Montbéliard vers Auch,Montbéliard,Auch,147
2456,INVALID,Entreprise connue à Lons-le-Saunier,,,180
2603,INVALID,Here locale à Châteauroux,,,194
3070,INVALID,Économie de Bar-le-Duc,,,199
3668,INVALID,Économie de Clermont-Ferrand,,,199
1838,INVALID,quel temps fait-il à concarneau ?,,,151
4115,VALID,Quels sont les horaires de train Montargis Aurillac ?,Montargis,Aurillac,8
2698,INVALID,Population urbaine Clermont-Ferrand,,,266
67,VALID,quelle est la durée du trajet en train de auray à aurillac ?,Auray,Aurillac,31
250,VALID,je dois prendre un train de nanterre à évreu xlunid,Nanterre,Évreux,96
2447,INVALID,Activités nocturnes Nantes,,,255
1354,VALID,Je cherche un train dimanche de Fontenay-le-Comte à Nancy,Fontenay-le-Comte,Nancy,132
628,VALID,Train express de Béthune vers Morlaix,Béthune,Morlaix,139
3853,INVALID,zones vertes toul,,,224
3451,INVALID,Statistiques économiques Béthune,,,272
1756,VALID,Train de nuit Tourcoing Niort,Tourcoing,Niort,36
3372,INVALID,Photos aériennes Morlaix,,,211
627,VALID,Train de fin de matinée Saint-Malo Calais,Saint-Malo,Calais,131
484,VALID,Y a-t-il un train dans l'heure de Carcassonne vers Perpignan ?,Carcassonne,Perpignan,80
1692,VALID,Je veux un billet flexible Metz Vichy,Metz,Vichy,114
3882,VALID,train quotidien saumur evry,Saumur,Évry,107
288,VALID,Je veux le prochain départ en train de Douai pour Quimper,Douai,Quimper,122
1386,VALID,Je dois voyager de Cholet à Bastia vendredi,Cholet,Bastia,112
874,VALID,Train de fin de matinée Verdun Toul,Verdun,Toul,131
3709,INVALID,quartiers de gap,,,173
865,VALID,Quel trai me conseilllez-vous de Caen à Paris ,Caen,Paris,53
4065,INVALID,Informations trafic Tours,,,260
3846,VALID,je dois aller a agen en partant de evreux en train,Évreux,Agen,128
115,VALID,je pars de pontarlierr direction saint-dizier ,Pontarlier,Saint-Dizier,12
2386,INVALID,Statistiques démographiques Aix-les-Bains,,,245
1080,VALID,Train de nuit Clisson Nîmes,Clisson,Nîmes,36
346,VALID,Je dois me rendre de Tours à Melun,Tours,Melun,7
761,VALID,Quel train prendre pour aller de Toulon à Limoges ?,Toulon,Limoges,84
2274,INVALID,Centressporrtisf uDnkerque,,,235
3215,INVALID,Transports locaux Metz,,,273
506,VALID,Y a-t-il un départ vers 14h de Saint-Dizier pour Granville ?,Saint-Dizier,Granville,117
381,VALID,Je pars demain de Saint-Étienne vers Langres,Saint-Étienne,Langres,37
2710,INVALID,Carte des quartiers Bolbec,,,267
