sentence_id,label,sentence,town1,town2,template_id
3448,VALID,comment me rendre a privas depuis avranches ?,Avranches,Privas,3
1131,VALID,Blois Vienne pour demain,Blois,Vienne,6
2898,INVALID,Le maire de Orléans,Orléans,Vernon,24
1186,VALID,Je cherche un train Bouloge-sur-er Concarneau,Boulogne-sur-Mer,Concarneau,14
2055,INVALID,le maire de valence,Valence,Valenciennes,24
1067,VALID,Je dois me rendre de Angoulême à Elbeuf,Angoulême,Elbeuf,7
1572,VALID,Prochain train pour Grenoble depuis Saint-Quentin,Saint-Quentin,Grenoble,13
3677,VALID,Je pars de Florence direction Nancy,Florence,Nancy,12
3728,VALID,Je veux aller de Le Mans a Cannes,Le Mans,Cannes,1
2357,INVALID,Le maire de Louviers,Louviers,Segré,24
243,VALID,quels sont les horaires de train saint-omer angoulême ?,Saint-Omer,Angoulême,8
1653,VALID,Départ Boulogne-Billancourt arrivée Châteaubriant,Boulogne-Billancourt,Châteaubriant,15
2230,INVALID,Quelle set la populationn de Lourdes ?,Lourdes,Colmar,22
2659,INVALID,Le maire de Béthune,Béthune,Reims,24
2184,INVALID,Mon ami vit à Angers et moi à Limoges,Angers,Limoges,19
647,VALID,Un billet Périgueux Béziers s'il vous plaît,Périgueux,Béziers,2
191,VALID,je pars de comiègne direction laval,Compiègne,Laval,12
3422,INVALID,bonjour,Vitry-le-François,Troyes,21
1282,VALID,Nice Vierzon pour demain,Nice,Vierzon,6
2836,INVALID,Bonjour,Amboise,Chambéry,21
1481,VALID,Je cherche un train Vienne Strasbourg,Vienne,Strasbourg,14
449,VALID,Un billet Saint-Étienne Annecy s'il vous plaît,Saint-Étienne,Annecy,2
2699,INVALID,Restaurant à Bayonne,Bayonne,Elbeuf,25
1139,VALID,Un billet Bar-le-Duc Épinal s'il vous plaît,Bar-le-Duc,Épinal,2
1070,VALID,Je souhaite voyager de Évreux vers Tourcoing,Évreux,Tourcoing,5
1119,VALID,Je dois me rendre de Bourges à Concarneau,Bourges,Concarneau,7
3383,INVALID,Étampes est une belle ville,Étampes,Beauvais,18
2566,INVALID,Quelle est la population de Évry ?,Évry,Arles,22
1512,VALID,Y a-t-il des trains vers Hazebrouck au départ de Abbeville ?,Abbeville,Hazebrouck,4
3012,INVALID,Quelle est la population de Épernay ?,Épernay,Melun,22
1047,VALID,Je souhaite voyager de Lisieux vers Bastia,Lisieux,Bastia,5
1270,VALID,Un billet Berck Montbéliard s'il vous plaît,Berck,Montbéliard,2
983,VALID,Quels sont les horaires de train Les Sables-d'Olonne Pau ?,Les Sables-d'Olonne,Pau,8
1794,VALID,Je cherche un train Niort Évry,Niort,Évry,14
1026,VALID,Je souhaite voyager de Albert vers Moulins,Albert,Moulins,5
1520,VALID,Je pars de Modane direction La Rochelle,Modane,La Rochelle,12
775,VALID,Prochain train pour Créteil depuis Romans-sur-Isère,Romans-sur-Isère,Créteil,13
2619,INVALID,Charleville-Mézières ou Clermont-Ferand poru les vacances ?,Charleville-Mézières,Clermont-Ferrand,23
1578,VALID,Je voudrais partir de Colmar pour aller à Chaumont,Colmar,Chaumont,9
2429,INVALID,Le maire de Saint-Denis,Saint-Denis,Grenoble,24
952,VALID,Bar-le-Duc Florence pour demain,Bar-le-Duc,Florence,6
2815,INVALID,Quel temps fait-il à Dunkerque ?,Dunkerque,Toulon,16
3606,INVALID,restaurant a vierzon,Vierzon,Annecy,25
1508,VALID,Un billet Florence Bayonne s'il vous plaît,Florence,Bayonne,2
3192,INVALID,Mon ami vit à Fécamp et moi à Rennes,Fécamp,Rennes,19
3145,INVALID,J'habite à Mâcon,Mâcon,Vienne,17
1471,VALID,Je dois me rendre de Thonon-les-Bains à Pontarlier,Thonon-les-Bains,Pontarlier,7
796,VALID,Quels sont les horaires de train Lunéville Valence ?,Lunéville,Valence,8
3738,VALID,Quels sont les horaires de train Auxerre Bordeaux ?,Auxerre,Bordeaux,8
2398,INVALID,La distance entre Bourgoin-Jaallieu te Évreux,Bourgoin-Jallieu,Évreux,20
1251,VALID,Je voudrais partir de Châeauroux pour ller à Évreux,Châteauroux,Évreux,9
2129,INVALID,Le maire de Avignon,Avignon,Sens,24
1192,VALID,Comment me rendre à Montargis depuis Brest ?,Brest,Montargis,3
348,VALID,Comment me rendre à Albi depuis Lisieux ?,Lisieux,Albi,3
40,VALID,je veux aller de oyonnax à bolbec,Oyonnax,Bolbec,1
1523,VALID,Je dois me rendre de Bourges à Bar-le-Duc,Bourges,Bar-le-Duc,7
1908,INVALID,auxerre est une belle ville,Auxerre,Bordeaux,18
1888,INVALID,quelle est la population de nîmes ?,Nîmes,Villeurbanne,22
3291,INVALID,Granville est une belle ville,Granville,Oyonnax,18
2223,INVALID,Évreux ou Clisson pour les vacances ?,Évreux,Clisson,23
199,VALID,départ marseille arrivée maubeuge,Marseille,Maubeuge,15
3538,VALID,trajet de bourg-en-bresse vers bourges,Bourg-en-Bresse,Bourges,11
3739,INVALID,Nevers est une belle ville,Nevers,Nîmes,18
2922,INVALID,Mon ami vit à Vitré et moi à Pontarlier,Vitré,Pontarlier,19
1105,VALID,Je dois me rendre de Saumur à Évreux,Saumur,Évreux,7
3070,INVALID,J'habite à Saint-Étienne,Saint-Étienne,Montpellier,17
1113,VALID,Chinon Périgueux pour demain,Chinon,Périgueux,6
51,VALID,prochain train pour tarbes depuis les sables-d'olonne,Les Sables-d'Olonne,Tarbes,13
3700,VALID,Depart Saint-Nazaire arrivee Grenoble,Saint-Nazaire,Grenoble,15
1731,VALID,Dunkerque Nanterre pour demain,Dunkerque,Nanterre,6
3693,VALID,Je cherche un train Compiegne Dunkerque,Compiègne,Dunkerque,14
1274,VALID,Un aller simple Ancenis Dijon,Ancenis,Dijon,10
3650,INVALID,Evreux est une belle ville,Évreux,Oyonnax,18
3306,INVALID,Bonjour,Montélimar,Bordeaux,21
2366,INVALID,J'habite à Châteauroux,Châteauroux,Dole,17
365,VALID,Je cherche un train Reims Bayonne,Reims,Bayonne,14
2896,INVALID,Le maire de Gap,Gap,Albi,24
3884,VALID,Un aller simple Vernon Saint-Nazaire,Vernon,Saint-Nazaire,10
2455,INVALID,Metz est une belle ville,Metz,Mende,18
1807,VALID,Je souhaite voyager de Angoulême vers Auxerre,Angoulême,Auxerre,5
3008,INVALID,Quelle est la population de Saint-Omer ?,Saint-Omer,Bayonne,22
650,VALID,Départ Rodez arrivée Abbeville,Rodez,Abbeville,15
1965,INVALID,la distance entre compiègne et toul,Compiègne,Toul,20
1782,VALID,Départ Montivilliers arrivée Carcassonne,Montivilliers,Carcassonne,15
3599,VALID,je veux aller de saint-nazaire a digne-les-bains,Saint-Nazaire,Digne-les-Bains,1
1967,INVALID,quelle est la population de bordeaux ?,Bordeaux,Châteauroux,22
3659,VALID,Je pars de Briancon direction Chalon-sur-Saone,Briançon,Chalon-sur-Saône,12
863,VALID,Je souhaite voyager de Bar-le-Duc vers Pontivy,Bar-le-Duc,Pontivy,5
2343,INVALID,Quel temps fait-il à Arles ?,Arles,Niort,16
2449,INVALID,Restaurant à Poitiers,Poitiers,Bourgoin-Jallieu,25
767,VALID,Je souhaite voyager de Alençon vers Oyonnax,Alençon,Oyonnax,5
1228,VALID,Départ Avranches arrivée Aix-en-Provence,Avranches,Aix-en-Provence,15
766,VALID, Je voudraisp arttir de Pris pour aller à Loches,Paris,Loches,9
2389,INVALID,Restaurant à Épinal,Épinal,Arles,25
888,VALID,Départ Châlons-en-Champagne arrivée Albert,Châlons-en-Champagne,Albert,15
1882,VALID,Je souhaite voyager de Mâcon vers Vichy,Mâcon,Vichy,5
2192,INVALID,Quelle est la population de Lens ?,Lens,Albert,22
60,VALID,quels sont les horaires de train saint-brieuc cambrai ?,Saint-Brieuc,Cambrai,8
1339,VALID,Je pars de Toulon direction Rodez,Toulon,Rodez,12
867,VALID,Trajet de Cergy vers Arles,Cergy,Arles,11
1348,VALID,Je dois me rendre de Châteauroux à Carcassonne,Châteauroux,Carcassonne,7
2397,INVALID,Quelle est la population de Lourdes ?,Lourdes,Lons-le-Saunier,22
2887,INVALID,La distance entre Thonon-les-Bains et Toul,Thonon-les-Bains,Toul,20
3051,INVALID,La distance entre Pontoise et Saint-Omer,Pontoise,Saint-Omer,20
859,VALID,Je cherche un train Fécamp Mâcon,Fécamp,Mâcon,14
992,VALID,Je dois me rendre de Châteauroux à Avignon,Châteauroux,Avignon,7
862,VALID,Dépaart Saint-Brieuc arrivée Mâcon,Saint-Brieuc,Mâcon,15
2202,INVALID,Bonjour,Châlons-en-Champagne,Auch,21
2465,INVALID,Quel temps fait-il à Marseille ?,Marseille,Fontainebleau,16
1104,VALID,Départ Valence arrivée Sens,Valence,Sens,15
423,VALID,Trajet de Bézier svers Dole,Béziers,Dole,11
1312,VALID,Renne Châlons-en-Champagn  pour demain,Rennes,Châlons-en-Champagne,6
1960,INVALID,bonjour,Lunéville,Chinon,21
283,VALID,y a-t-il des trains vers montauban au départ de boulogne-billancourt ?,Boulogne-Billancourt,Montauban,4
2945,INVALID,Quelle est la population de Vernon ?,Vernon,Marseille,22
73,VALID,je dois me rendre de beauvais à alençon,Beauvais,Alençon,7
3741,INVALID,J'habite a Clermont-Ferrand,Clermont-Ferrand,Tarbes,17
1414,VALID,Trajet de Lisieux vers Toulon,Lisieux,Toulon,11
2557,INVALID,Agen est une belle ville,Agen,Bourg-en-Bresse,18
2848,INVALID,J'habite à Ancenis,Ancenis,Thonon-les-Bains,17
3167,INVALID,Quelle est la population de Vichy ?,Vichy,Cannes,22
1736,VALID,Je souhaite voyager de Biarritz vers Hazebrouck,Biarritz,Hazebrouck,5
450,VALID,Un billet Laval Lille s'il vous plaît,Laval,Lille,2
1644,VALID,Je veux aller de Agen à Le Havre,Agen,Le Havre,1
3050,INVALID,Le maire de Langres,Langres,Dunkerque,24
1750,VALID,Châteauroux Châlons-en-Champagne pour demain,Châteauroux,Châlons-en-Champagne,6
1052,VALID,Je veux aller de Saint-Étienne à Angoulême,Saint-Étienne,Angoulême,1
1923,INVALID,auxerre ou épernay pour les vacances ?,Auxerre,Épernay,23
1042,VALID,Départ Évreux arrivée Auxerre,Évreux,Auxerre,15
2872,INVALID,Mon ami vit à Saumur et moià Toulon ,Saumur,Toulon,19
1257,VALID,Départ Annemasse arrivée Boulogne-Billancourt,Annemasse,Boulogne-Billancourt,15
2996,INVALID,La distance entre Boulogne-Billancourt et Maubeuge,Boulogne-Billancourt,Maubeuge,20
1207,VALID,Un billet Vierzon Saint-Dizier s'il vous plaît,Vierzon,Saint-Dizier,2
1863,VALID,Départ Rodez arrivée Aurillac,Rodez,Aurillac,15
1700,VALID,Un billet Montauban Fontenay-le-Comte s'il vous plaît,Montauban,Fontenay-le-Comte,2
3087,INVALID,Saumur ou Châlons-en-Champagne pour les vacances ?,Saumur,Châlons-en-Champagne,23
1949,INVALID,la distance entre biarritz et charleville-mézières,Biarritz,Charleville-Mézières,20
1222,VALID,Trajet de Angers vers Bolbec,Angers,Bolbec,11
2035,INVALID,annemasse ou florence pour les vacances ?,Annemasse,Florence,23
899,VALID, Je dos me rendre de Dunkerque àBiarritz,Dunkerque,Biarritz,7
3274,INVALID,J'habite à Arles,Arles,Saint-Quentin,17
190,VALID,je veux aller de marseille à arras,Marseille,Arras,1
556,VALID,Je dois me rendre de Antibes à Saint-Étienne,Antibes,Saint-Étienne,7
1906,INVALID,bonjour,Mulhouse,Oyonnax,21
3656,VALID,Je cherche un train Morlaix Bourgoin-Jallieu,Morlaix,Bourgoin-Jallieu,14
1352,VALID,Avignon Saint-Brieuc pour demain,Avignon,Saint-Brieuc,6
1474,VALID,Je pars de Vendôme direction Modane,Vendôme,Modane,12
1561,VALID,Je dois m rendr ede Bayonne à Besançon ,Bayonne,Besançon,7
3770,INVALID,Restaurant a Colmar,Colmar,Montbéliard,25
1777,VALID,Je voudrais partir de Auch pour aller à Sens,Auch,Sens,9
64,VALID,troyes étampes pour demain,Troyes,Étampes,6
872,VALID,Je veux aller de Ancenis à Vierzon,Ancenis,Vierzon,1
2208,INVALID,Romans-sur-Isère est une belle ville,Romans-sur-Isère,Aubenas,18
1321,VALID,Je voudrais partir de Albert pour aller à Grenoble,Albert,Grenoble,9
3381,INVALID,Le maire de Saint-Denis,Saint-Denis,Le Mans,24
486,VALID,Trajet de Montpellier vers Yvetot,Montpellier,Yvetot,11
3577,VALID,je voudrais partir de perpignan pour aller a aix-en-provence,Perpignan,Aix-en-Provence,9
2159,INVALID,Abneas et une belle ville,Aubenas,La Rochelle,18
1939,INVALID,restarant à chinon,Chinon,Vesoul,25
3792,INVALID,La distance entre Verdun et Auray,Verdun,Auray,20
2352,INVALID,La distance entre Beauvais et Évry,Beauvais,Évry,20
694,VALID,Un billet Lens Briançon s'il vous plaît,Lens,Briançon,2
2614,INVALID,Restaurant à Pau,Pau,Provins,25
3188,INVALID,Annemasse ou Toulon pour les vacances ?,Annemasse,Toulon,23
805,VALID,Un billet Vesoul Loches s'il vous plaît,Vesoul,Loches,2
3760,VALID,Trajet de Antibes vers Perpignan,Antibes,Perpignan,11
3621,VALID,je souhaite voyager de saint-dizier vers port-boulet,Saint-Dizier,Port-Boulet,5
2167,INVALID,Niort est une belle ville,Niort,Saint-Denis,18
1730,VALID,Comment me rendre à Agen depuis Arles ?,Arles,Agen,3
266,VALID,je voudrais partir de nice pour aller à fougères,Nice,Fougères,9
2421,INVALID,J'habite à Le Mans,Le Mans,Pontivy,17
916,VALID,Je pars de Port-Boulet direction Montauban,Port-Boulet,Montauban,12
1584,VALID,Florence Saint-Malo pour demain,Florence,Saint-Malo,6
2227,INVALID,Toulouse est une belle ville,Toulouse,Bayonne,18
3478,VALID,je souhaite voyager de berck vers besancon,Berck,Besançon,5
2837,INVALID,Le maire de Mulhouse,Mulhouse,Lourdes,24
2907,INVALID,Le maire de Albert,Albert,Limoges,24
2303,INVALID,Restaurant à Lons-le-Saunier,Lons-le-Saunier,Lens,25
810,VALID,Quels sont les horaires de train Montauban Montreuil ?,Montauban,Montreuil,8
3256,INVALID,Mon ami vit à Reims et moi à Le Havre,Reims,Le Havre,19
124,VALID,je veux aller de montivilliers à concarneau,Montivilliers,Concarneau,1
751,VALID,Prochain train pour Melun depuis Châteauroux,Châteauroux,Melun,13
339,VALID,Un billet Biarritz Pau s'il vous plaît,Biarritz,Pau,2
615,VALID,Prochain train pour Troyes depuis Chartres,Chartres,Troyes,13
3774,INVALID,La distance entre Aix-les-Bains et Tarbes,Aix-les-Bains,Tarbes,20
970,VALID,Je veux aller de Épernay à Les Sables-d'Olonne,Épernay,Les Sables-d'Olonne,1
3516,VALID,quels sont les horaires de train mulhouse dunkerque ?,Mulhouse,Dunkerque,8
2046,INVALID,le maire de courbevoie,Courbevoie,Fontenay-le-Comte,24
3725,VALID,Comment me rendre a Saint-Omer depuis Beziers ?,Béziers,Saint-Omer,3
3043,INVALID,Ancenis est une belle ville,Ancenis,Pontoise,18
2048,INVALID,la distance entre cherbourg et limoges,Cherbourg,Limoges,20
2746,INVALID,Quel temps fait-il à Vichy ?,Vichy,Berck,16
2968,INVALID,Le maire de Bourges,Bourges,Arras,24
140,VALID,y a-t-il des trains vers saint-dizier au départ de provins ?,Provins,Saint-Dizier,4
42,VALID,un aller simple paris dijon,Paris,Dijon,10
3491,INVALID,saint-nazaire est une belle ville,Saint-Nazaire,Cherbourg,18
2885,INVALID,J'habite à Arras,Arras,Rodez,17
3389,INVALID,Quel temps fait-il à Aix-les-Bains ?,Aix-les-Bains,Vesoul,16
141,VALID,je cherche un train boulogne-sur-mer nancy,Boulogne-sur-Mer,Nancy,14
2748,INVALID,Mon ami vit à Rodez et moi à Toulouse,Rodez,Toulouse,19
1571,VALID,Comment me rendre à Clisson depuis Béziers ?,Béziers,Clisson,3
3625,INVALID,restaurant a nantes,Nantes,Segré,25
3268,INVALID,Le Puy-en-Velay ou Fougères pour les vacances ?,Le Puy-en-Velay,Fougères,23
1836,VALID, Trajet dee Agen vers Calais,Agen,Calais,11
1071,VALID,Comment me rendre à Saint-Étienne depuis Montauban ?,Montauban,Saint-Étienne,3
1008,VALID,Un aller simple Belfort Roubaix,Belfort,Roubaix,10
325,VALID,Comment me rendr eà Épinal depuis Allbi ?,Albi,Épinal,3
1894,INVALID,mon ami vit à provins et moi à elbeuf,Provins,Elbeuf,19
2965,INVALID,Quel temps fait-il à Villeurbanne ?,Villeurbanne,Biarritz,16
973,VALID,Je veux aller de Auch à Avignon,Auch,Avignon,1
1990,INVALID,le maire de marseille,Marseille,Rodez,24
3055,INVALID,Mon ami vit à Nîmes et moi à Oyonnax,Nîmes,Oyonnax,19
2457,INVALID,Avignon est une belle ville,Avignon,Cergy,18
3541,INVALID,la distance entre chateauroux et montpellier,Châteauroux,Montpellier,20
816,VALID,Un billet Sens Cannes s'il vous plaît,Sens,Cannes,2
3482,VALID,un aller simple lens cholet,Lens,Cholet,10
374,VALID,Quels sont les horaires de train Laon Chambéry ?,Laon,Chambéry,8
803,VALID,Comment me rendre à Argenteuil depuis Courbevoie ?,Courbevoie,Argenteuil,3
3565,INVALID,le maire de dijon,Dijon,Granville,24
2919,INVALID,Fougères ou Toulon pour les vacances ?,Fougères,Toulon,23
376,VALID, Y a-t-il des trains vers Bar-le-Duc au départ de Lnes ?,Lens,Bar-le-Duc,4
3100,INVALID,Quelle est la population de Arras ?,Arras,Grenoble,22
1773,VALID,Trajet de Périgueux vers Aix-en-Provence,Périgueux,Aix-en-Provence,11
2239,INVALID,Romans-sur-Isère est une belle ville,Romans-sur-Isère,Thonon-les-Bains,18
909,VALID,Trajet de Romans-sur-Isère vers Nantes,Romans-sur-Isère,Nantes,11
3857,INVALID,Mon ami vit a Versailles et moi a Dinan,Versailles,Dinan,19
452,VALID,Orange Nîmes pour demain,Orange,Nîmes,6
2137,INVALID,Bonjour,Laon,Béthune,21
603,VALID,Je voudrais partir de Limoges pour aller à Bar-le-Duc,Limoges,Bar-le-Duc,9
3392,VALID,je cherche un train cambrai tourcoing,Cambrai,Tourcoing,14
2694,INVALID,Quel temps fait-il à Vitry-le-François ?,Vitry-le-François,Montpellier,16
204,VALID,je voudrais partir de romans-sur-isère pour aller à toulouse,Romans-sur-Isère,Toulouse,9
2506,INVALID,Quel temps fait-il à Nancy ?,Nancy,Lourdes,16
843,VALID,Je pars de Montpellier direction Chartres,Montpellier,Chartres,12
3536,VALID,je cherche un train montelimar marseille,Montélimar,Marseille,14
870,VALID,Je cherche un train Dijon Cannes,Dijon,Cannes,14
1556,VALID,Prochain train pour Bayonne depuis Poitiers,Poitiers,Bayonne,13
3489,INVALID,mon ami vit a bourgoin-jallieu et moi a louviers,Bourgoin-Jallieu,Louviers,19
3704,VALID,Je cherche un train Bourg-en-Bresse Bar-le-Duc,Bourg-en-Bresse,Bar-le-Duc,14
2997,INVALID,Bonjour,Le Mans,Valence,21
727,VALID,Un aller simple Chaumont Challans,Chaumont,Challans,10
122,VALID,je pars de étampes direction troyes,Étampes,Troyes,12
3286,INVALID,Quel temps fait-il à Dunkerque ?,Dunkerque,Berck,16
2512,INVALID,Quelle est la population de Valenciennes ?,Valenciennes,Cergy,22
3053,INVALID,Le maire de Cambrai,Cambrai,Fougères,24
2199,INVALID,Quelle est la population de Épinal ?,Épinal,Auch,22
2332,INVALID,Le maire de Romans-sur-Isère,Romans-sur-Isère,Montélimar,24
1495,VALID,Je cherche un train Saint-Omer Nice,Saint-Omer,Nice,14
1123,VALID,Trajet de Maubeuge vers Fontainebleau,Maubeuge,Fontainebleau,11
1384,VALID,Un billet Maubeuge Perpignan s'il vous plaît,Maubeuge,Perpignan,2
2905,INVALID,La distance entre Bourg-en-Bresse et Montargis,Bourg-en-Bresse,Montargis,20
2437,INVALID,Bonjour,Soissons,Orange,21
43,VALID,florence le puy-en-velay pour demain,Florence,Le Puy-en-Velay,6
5,VALID, prochain trrain pour loches depuis dinna,Dinan,Loches,13
3671,VALID,Un billet Paris Romans-sur-Isere s'il vous plait,Paris,Romans-sur-Isère,2
1825,VALID,Montpellier Calais pour demain,Montpellier,Calais,6
3672,INVALID,Montelimar ou Villeurbanne pour les vacances ?,Montélimar,Villeurbanne,23
637,VALID,Je pars de Boulogne-sur-Mer direction Agen,Boulogne-sur-Mer,Agen,12
1973,INVALID,elbeuf est une belle ville,Elbeuf,Tours,18
3486,INVALID,bonjour,Langres,Courbevoie,21
2497,INVALID,Quelle est la population de Chartres ?,Chartres,Auch,22
2712,INVALID,Troyes est une belle ville,Troyes,Orléans,18
338,VALID,Comment me rendre à Cannes depuis Abbeville ?,Abbeville,Cannes,3
2261,INVALID,Quel temps fait-il à Pau ?,Pau,Meaux,16
2533,INVALID,La distance entre Perpignan et Meaux,Perpignan,Meaux,20
849,VALID,Prochain train pour Cherbourg depuis Cambrai,Cambrai,Cherbourg,13
2510,INVALID,J'habite à Lens,Lens,Vierzon,17
2335,INVALID,Quel temps fait-il à Metz ?,Metz,Dinan,16
367,VALID,Départ Montivilliers arrivée Berck,Montivilliers,Berck,15
2504,INVALID,Mon ami vit à Pau et moi à Montbéliard,Pau,Montbéliard,19
2168,INVALID,Mon ami vit à Cinon et moi à Avignnon,Chinon,Avignon,19
2951,INVALID,Bonjour,Bordeaux,Auray,21
126,VALID,saumur manosque pour demain,Saumur,Manosque,6
2141,INVALID,Bonjour,Bourg-en-Bresse,Roubaix,21
430,VALID,Mende Quimper pour demain,Mende,Quimper,6
2711,INVALID,Restaurant à Hazebrouck,Hazebrouck,Besançon,25
3696,INVALID,Saint-Malo ou Oyonnax pour les vacances ?,Saint-Malo,Oyonnax,23
1704,VALID,Comment me rendre à Épinal depuis Valence ?,Valence,Épinal,3
997,VALID,Je dois me rendre de Barr-le-Du cà Marseile,Bar-le-Duc,Marseille,7
2124,INVALID,Dunkerque est une belle ville,Dunkerque,Fécamp,18
706,VALID,Arras Fontenay-le-Comte pour demain,Arras,Fontenay-le-Comte,6
388,VALID,Je souhaite voyager de Arras vers Dole,Arras,Dole,5
3797,VALID,Prochain train pour Saint-Omer depuis Bourg-en-Bresse,Bourg-en-Bresse,Saint-Omer,13
2088,INVALID,mon ami vit à abbeville et moi à bourgoin-jallieu,Abbeville,Bourgoin-Jallieu,19
2440,INVALID,Le maire de Poitiers,Poitiers,Châlons-en-Champagne,24
3047,INVALID,Saint-Quentin ou Rouen pour les vacances ?,Saint-Quentin,Rouen,23
2266,INVALID,Restaurant à Aubenas,Aubenas,Lille,25
1242,VALID,Trajet de Auray vers Vichy,Auray,Vichy,11
3642,VALID,un aller simple vendome dunkerque,Vendôme,Dunkerque,10
2427,INVALID,Bonjour,Montivilliers,Valenciennes,21
2406,INVALID,Quelle est la population de Versailles ?,Versailles,Langres,22
1458,VALID,Quels sont les horaires de train Dijon Langres ?,Dijon,Langres,8
733,VALID,Je pars de Châteaubriant direction Poitiers,Châteaubriant,Poitiers,12
518,VALID,Quels sont les horaires de train Bourges Montauban ?,Bourges,Montauban,8
3540,VALID,comment me rendre a le puy-en-velay depuis laon ?,Laon,Le Puy-en-Velay,3
3526,VALID,je dois me rendre de fougeres a courbevoie,Fougères,Courbevoie,7
577,VALID,Je veux aller de Bordeaux à Chinon,Bordeaux,Chinon,1
3708,VALID,Langres Bayonne pour demain,Langres,Bayonne,6
1726,VALID,Y a-t-il des trains vers Épinal au départ de Vernon ?,Vernon,Épinal,4
3130,INVALID,La distance entre Clisson et Oyonnax,Clisson,Oyonnax,20
3138,INVALID,Bayonnen ou Auray pour les vacances ?,Bayonne,Auray,23
446,VALID,Comment me rendre à Dole depuis Cergy ?,Cergy,Dole,3
1036,VALID,Un aller simple Paris Chartres,Paris,Chartres,10
1764,VALID,Départ Amiens arrivée Mâcon,Amiens,Mâcon,15
2830,INVALID,La distance entre Provins et Orléans,Provins,Orléans,20
1737,VALID,Prochain train pour Aurillac depuis Montreuil,Montreuil,Aurillac,13
194,VALID,je voudrais partir de marseille pour aller à nevers,Marseille,Nevers,9
3585,VALID,je veuxa ller de dunkerque a le mans,Dunkerque,Le Mans,1
1301,VALID,Un billet Le Havre Gap s'il vous plaît,Le Havre,Gap,2
2361,INVALID,Le maire de Thonon-les-Bains,Thonon-les-Bains,Dunkerque,24
2768,INVALID,J'habite à Louviers,Louviers,Chartres,17
1678,VALID,Départ Annemasse arrivée Lyon,Annemasse,Lyon,15
778,VALID,Je cherche un train Saint-Omer Clermont-Ferrand,Saint-Omer,Clermont-Ferrand,14
524,VALID,Un billet Dole Hazebrouck s'il vous plaît,Dole,Hazebrouck,2
494,VALID,Prochain train pour Limoges depuis Soissons,Soissons,Limoges,13
2413,INVALID,Chaumont est ue bblle villle,Chaumont,Colmar,18
3759,VALID,Je pars de Nancy direction Metz,Nancy,Metz,12
2250,INVALID,Douai est une belle ville,Douai,Angoulême,18
2859,INVALID,Restaurant à Clisson,Clisson,Roubaix,25
3355,INVALID,Mon ami vit à Elbeuf et moi à Montbéliard,Elbeuf,Montbéliard,19
1432,VALID,Prochain train pour Bordeaux depuis Bayonne,Bayonne,Bordeaux,13
488,VALID,Départ Hazebrouck arrivée Nancy,Hazebrouck,Nancy,15
1488,VALID,Un aller simple Troyes Annemasse,Troyes,Annemasse,10
724,VALID,Trajet de Nancy vers Niort,Nancy,Niort,11
2760,INVALID,Restaurant à Manosque,Manosque,Challans,25
2252,INVALID,Béthune est une belle ville,Béthune,Roubaix,18
2148,INVALID,Le maire de Granville,Granville,Vichy,24
1497,VALID,Départ Belfort arrivée Montauban,Belfort,Montauban,15
2475,INVALID,Quel temps fait-il à Brest ?,Brest,Meaux,16
3900,INVALID,J'habite a Biarritz,Biarritz,Romans-sur-Isère,17
113,VALID,y a-t-il des trains vers boulogne-sur-mer au départ de châteauroux ?,Châteauroux,Boulogne-sur-Mer,4
1298,VALID,Je souhaite voyager de Annecy vers Granville,Annecy,Granville,5
3387,INVALID,Le maire de Montargis,Montargis,Colmar,24
3555,VALID,trajet de orange vers lille,Orange,Lille,11
2480,INVALID,Le maire de Lorient,Lorient,Orange,24
2561,INVALID,Quel temps fait-il à Chinon ?,Chinon,Douai,16
2454,INVALID,Quel temps fait-il à Florence ?,Florence,Montbéliard,16
3174,INVALID,Le maire de Avignon,Avignon,Saumur,24
2444,INVALID,Restaurant à Poitiers,Poitiers,Le Puy-en-Velay,25
3035,INVALID,Bonjour,Tourcoing,Auray,21
1884,VALID,Un billet Hazebrouck Lons-le-Saunier s'il vous plaît,Hazebrouck,Lons-le-Saunier,2
3300,INVALID,Dinan est une belle ville,Dinan,Ancenis,18
2992,INVALID,Bonjour,Chinon,Nanterre,21
1431,VALID,Je voudrais partir de ours pour laer à Bastia,Tours,Bastia,9
3707,VALID,Je veux aller de Nancy a Vannes,Nancy,Vannes,1
499,VALID,Ajaccio Perpignan pour demain,Ajaccio,Perpignan,6
2436,INVALID,Quelle est la population de Biarrtz ?,Biarritz,Colmar,22
1424,VALID,Je cherche un train Digne-les-Bains Tarbes,Digne-les-Bains,Tarbes,14
1713,VALID,Prochain train pour Melun depuis Arras,Arras,Melun,13
3574,INVALID,bonjour,Ancenis,Valence,21
802,VALID,Je pars de Créteil direction Orléans,Créteil,Orléans,12
864,VALID,Comment me rendre à Meaux depuis Pontarlier ?,Pontarlier,Meaux,3
3142,INVALID,Le maire de Albertville,Albertville,Langres,24
1200,VALID,Je souhaite voyager de Angoulême vers Toulon,Angoulême,Toulon,5
3065,INVALID,Restaurant à Étampes,Étampes,Langres,25
2702,INVALID,Bonjour,Brest,Saint-Malo,21
2433,INVALID,Le maire de Saint-Étienne,Saint-Étienne,Toul,24
1840,VALID,Je pars de Cambrai direction Carcassonne,Cambrai,Carcassonne,12
654,VALID,Prochain train pour Châteauroux depuis Beauvais,Beauvais,Châteauroux,13
1195,VALID,Je cherche un train Vernon Brest,Vernon,Brest,14
